qid	pid	score,pid	query	score
847118	4852054	10.60507869720459,
1030142	2691800	10.100053787231445,
1041175	5933726	11.324225425720215,
1037075	3095166	11.404788970947266,
517188	325436	11.295943260192871,
651171	5259218	11.612896919250488,
99452	5942226	11.24728775024414,
799035	2217964	10.597879409790039,
794170	6231279	11.381706237792969,
1031244	2823936	11.324016571044922,
1038291	2586215	10.831311225891113,
1042860	2666888	11.078292846679688,
1077718	2731312	11.263445854187012,
985497	5227919	11.161964416503906,
897404	4127123	10.871594429016113,
603277	1103776	11.018793106079102,
958373	3730074	11.223827362060547,
452061	367131	10.976262092590332,
1030604	3267367	11.071158409118652,
144688	6639953	11.270710945129395,
651881	873699	11.106951713562012,
938280	2913276	11.334240913391113,
1054245	2885480	10.421920776367188,
922143	4118824	10.971933364868164,
650643	12528	10.892807006835938,
1030894	3189795	10.842638969421387,
937823	4247987	10.926860809326172,
1033998	2364057	11.105630874633789,
1032949	2477902	11.354327201843262,
428357	1471524	10.811800956726074,
540308	1395123	10.67805290222168,
1172166	1803915	10.982706069946289,
848270	346269	11.177273750305176,
1042415	3121926	11.13907241821289,
541265	776124	11.32271957397461,
887509	2896109	11.194665908813477,
927381	4421244	10.37315559387207,
430610	998778	11.552694320678711,
1058373	4382390	11.289655685424805,
541214	767433	10.918583869934082,
935384	2932146	10.718963623046875,
404560	7466349	11.115636825561523,
517008	651296	11.563836097717285,
1033554	3879458	11.139345169067383,
1027187	2653842	10.881891250610352,
984504	3968257	10.322388648986816,
1031419	4175117	10.653244018554688,
1055173	2779109	10.54737663269043,
937261	6110594	11.119760513305664,
205671	3766691	10.782323837280273,
1054074	2645987	10.952925682067871,
848208	5370122	10.93597412109375,
579957	1034839	10.839380264282227,
1031778	2431322	11.01838493347168,
1078125	3514607	11.068822860717773,
1059553	4258267	10.886667251586914,
1168846	5107712	11.703752517700195,
651674	1657222	10.709205627441406,
868164	2322587	11.253591537475586,
453320	1212172	11.049356460571289,
292424	266017	11.14819049835205,
143937	5075418	10.978684425354004,
983544	5976195	10.578960418701172,
959625	2628033	11.022052764892578,
566054	1792248	11.195963859558105,
518686	6064701	10.25261116027832,
1042921	3012568	11.04400634765625,
214465	4539124	10.962837219238281,
1030781	4746058	10.331392288208008,
1181885	2097595	11.11765193939209,
1031277	4762007	11.089773178100586,
651298	764389	11.026965141296387,
744631	1257003	10.956108093261719,
1037504	2622423	10.784820556640625,
1046538	3761740	10.631284713745117,
961903	5211900	10.765310287475586,
213201	60808	11.263877868652344,
336193	6941264	11.033267974853516,
1049133	4859559	10.488947868347168,
1004168	2348683	11.372832298278809,
1034028	4489358	10.452181816101074,
238049	6588946	10.829294204711914,
214544	1464118	10.779867172241211,
652045	6041742	11.438526153564453,
201477	6439418	10.655195236206055,
1055601	2075189	10.52796459197998,
1031276	6114301	10.564406394958496,
470275	5242251	11.361030578613281,
1160421	577817	11.180880546569824,
650635	978529	10.673722267150879,
1033103	4303478	11.121234893798828,
1033960	4257673	10.973398208618164,
939324	2512709	11.03912353515625,
15431	6163599	11.535477638244629,
1030585	5970271	11.16533088684082,
4773	6420733	10.570000648498535,
581266	3619785	11.237112998962402,
1032936	3360488	11.621658325195312,
1032394	3597367	11.057295799255371,
143309	1761583	11.458596229553223,
651250	1588050	10.824259757995605,
1031022	4951037	10.819035530090332,
1026546	4463555	10.627342224121094,
1138464	2688101	10.670940399169922,
1039661	6140038	11.287790298461914,
793495	6114960	11.522281646728516,
879389	4426177	10.805805206298828,
340774	5685983	10.112384796142578,
1030879	2513845	10.979720115661621,
448415	3848983	11.461782455444336,
408863	983755	10.154075622558594,
1032956	4120250	10.958831787109375,
835567	6145254	10.717795372009277,
539201	3637546	11.556219100952148,
618799	374652	11.050470352172852,
1033236	1122028	11.232206344604492,
1075594	4235935	11.333526611328125,
1027466	2851549	10.504226684570312,
1031365	3465303	10.71999740600586,
92181	2352180	11.243023872375488,
143935	2063213	10.962121963500977,
517223	7882991	11.076725959777832,
740867	6357732	10.506802558898926,
341714	946976	10.925339698791504,
433407	1143385	11.838735580444336,
659672	1134384	11.05112075805664,
786471	2657270	11.470207214355469,
652071	573939	11.309770584106445,
845961	3477495	10.962288856506348,
940576	4724012	11.270278930664062,
1027315	2324558	10.547323226928711,
1030991	3179010	10.76562213897705,
1003300	3777533	11.298397064208984,
1056744	3799777	10.719242095947266,
539187	6931613	9.996515274047852,
205155	5626123	11.184527397155762,
618600	185740	11.230360984802246,
937059	3872854	11.320155143737793,
1031645	3566203	10.945381164550781,
1054244	1037784	10.977144241333008,
1053802	5066814	10.831361770629883,
822109	3527528	10.551794052124023,
18199	5875474	11.511418342590332,
1138362	2697968	10.85800552368164,
938184	2777268	10.986788749694824,
842915	3384254	10.623761177062988,
1055021	2651473	11.402701377868652,
1027358	6305935	10.288455963134766,
1057144	4811133	11.64681625366211,
204074	5713274	10.86961841583252,
1137402	2789504	10.628410339355469,
998874	3683799	10.657266616821289,
1053711	2906299	10.81978988647461,
900507	2853823	11.014280319213867,
167915	5563548	10.76763916015625,
919407	3028734	11.106096267700195,
1172460	1514402	10.814461708068848,
143206	6532786	11.40666675567627,
903116	4850283	10.986832618713379,
998749	2319052	11.438923835754395,
389264	5724048	11.054702758789062,
286941	5832667	11.150358200073242,
1142160	2332643	11.10726547241211,
237052	2453765	11.212632179260254,
958349	3972402	10.562045097351074,
1156633	956645	11.183202743530273,
1054397	3428592	11.527647018432617,
143196	6462079	11.042486190795898,
298016	2494846	11.004995346069336,
1030462	4495897	11.042644500732422,
410532	8211739	11.259264945983887,
974725	3056825	11.749427795410156,
1030871	3031516	11.13568115234375,
1047816	3901143	10.935162544250488,
298555	1257801	11.833064079284668,
71203	5832780	11.053731918334961,
1054557	4824731	10.853199005126953,
968861	4346813	10.915395736694336,
1038953	2297924	10.455183029174805,
1040117	3334985	11.179206848144531,
1054571	2242673	10.380289077758789,
522278	1675783	11.494726181030273,
143451	6578534	10.925542831420898,
1037973	4958384	11.097644805908203,
70648	6468555	10.496933937072754,
968871	4701887	11.073973655700684,
650927	5874709	11.543638229370117,
597047	1296137	11.49870777130127,
517028	333240	11.169256210327148,
644009	1413821	11.300294876098633,
1002050	4571417	10.78695011138916,
436997	6537160	11.081504821777344,
1138338	2700450	11.78963851928711,
651150	6685251	11.012128829956055,
336455	5671407	10.575456619262695,
341049	4146843	10.953466415405273,
517259	1668256	11.069643020629883,
620319	3656950	10.756240844726562,
1034564	2385442	10.614373207092285,
578522	1811532	10.615188598632812,
337564	3875308	11.391037940979004,
1042400	3098524	11.144633293151855,
740858	6086419	11.65345573425293,
1006960	3389384	11.276985168457031,
47249	1571388	11.829201698303223,
638812	5973352	11.356325149536133,
992929	4701447	10.393919944763184,
762677	3802163	11.295918464660645,
1002222	2594054	10.728466033935547,
1013395	5942898	10.985164642333984,
976282	2342546	10.809676170349121,
489597	3002501	11.476485252380371,
1031670	1726018	11.403322219848633,
958210	4585639	11.105957984924316,
1059245	3877609	11.38953971862793,
1027478	4969219	11.285882949829102,
1002181	2326986	11.751256942749023,
958655	3236765	11.298110961914062,
433271	3805096	11.190741539001465,
56636	2256699	11.28632926940918,
226796	1797163	10.362932205200195,
403894	680126	10.676607131958008,
836529	5266512	11.659360885620117,
915955	3230343	10.9403657913208,
1033921	4590081	10.627786636352539,
1075265	4059805	11.814434051513672,
787420	4258765	11.066509246826172,
1046720	2576641	11.433794021606445,
1173699	185935	10.688480377197266,
541178	666403	10.701751708984375,
450099	1684517	10.642574310302734,
658207	6779097	11.714227676391602,
618779	1832404	11.288978576660156,
1053552	1832404	11.288978576660156,
213263	6618680	11.372931480407715,
1041831	5215137	10.433506965637207,
1038668	5218438	11.490192413330078,
231425	5801372	11.312118530273438,
786709	2919119	11.678943634033203,
879497	4414708	11.618487358093262,
215789	5962929	11.1278657913208,
985404	5364001	10.947617530822754,
18087	2535162	10.880781173706055,
1137350	2793617	10.742742538452148,
1057027	3110256	11.60960578918457,
1055371	3128786	10.84775161743164,
1143832	2167989	10.63611888885498,
1056947	2433847	10.563905715942383,
505686	1252078	11.345914840698242,
664489	2082387	11.122936248779297,
938329	2493228	11.530976295471191,
909591	5266684	10.81636905670166,
980273	5384674	11.106674194335938,
652037	1770998	10.737544059753418,
1033012	2490386	11.190645217895508,
899135	5230232	11.240641593933105,
1003235	2619945	11.266704559326172,
28236	2311455	10.712808609008789,
115694	2363617	10.37684440612793,
1033572	2473633	11.009991645812988,
470035	2216854	11.654441833496094,
636213	6208640	11.08000373840332,
199142	3373126	10.923215866088867,
1003271	5175248	10.8896484375,
752805	4071538	10.731673240661621,
1032761	4752593	11.008397102355957,
989241	2333686	11.263463973999023,
449518	3956160	11.63161563873291,
645218	6776658	11.031272888183594,
143199	1729966	10.99400520324707,
318086	6005132	11.713740348815918,
956967	3916007	11.451698303222656,
302055	6378354	10.891287803649902,
15047	5550046	11.321211814880371,
540595	6058115	11.801603317260742,
1053589	4608800	11.368980407714844,
341639	5694887	10.968066215515137,
213300	64151	11.649682998657227,
1063886	4570556	11.127747535705566,
1138183	2715964	10.650407791137695,
1035640	4724077	11.166418075561523,
1033116	4298985	11.279836654663086,
993571	2974796	11.241226196289062,
916150	5960591	10.834935188293457,
341014	5579826	10.795122146606445,
925906	2333675	10.663613319396973,
1055536	4013319	11.546607971191406,
1034120	4659481	11.235637664794922,
607450	1444103	10.542826652526855,
406325	1615911	10.69055461883545,
967063	4668468	11.352356910705566,
1055453	2478942	11.548397064208984,
1037788	2268447	11.256444931030273,
1144683	2086957	10.772567749023438,
925283	3825464	11.42041301727295,
1055372	3688130	10.976018905639648,
449649	2199989	11.353658676147461,
313233	4774417	10.31401252746582,
1053924	3855589	11.131246566772461,
115640	3535057	11.127225875854492,
1159713	644827	11.196566581726074,
787787	4645626	10.235143661499023,
215800	3000840	11.136581420898438,
1080881	5104781	11.430440902709961,
28536	6014046	11.190053939819336,
416784	668407	10.621894836425781,
1034830	4406689	10.629135131835938,
144610	6593343	11.01317310333252,
557638	7724684	11.492433547973633,
1074802	2620604	10.730701446533203,
29655	6643231	11.135709762573242,
923738	3362745	11.182427406311035,
1030107	4670561	10.943724632263184,
547957	4171163	11.21909236907959,
959087	6316816	11.636366844177246,
616687	1633760	11.117454528808594,
1045121	5253852	11.055536270141602,
1182919	1029062	10.666238784790039,
144644	4282421	11.61777114868164,
938770	2694329	11.618232727050781,
651361	5893783	11.373507499694824,
461476	6035146	11.080183029174805,
910082	5242393	11.636878967285156,
334694	5021363	11.438620567321777,
620590	1904681	11.563907623291016,
145216	6532943	11.356914520263672,
213195	6506123	11.422710418701172,
303630	875074	10.778177261352539,
882567	5413062	11.273056030273438,
489124	4313406	11.61440658569336,
1053389	3659737	10.634126663208008,
956551	3575021	10.746152877807617,
652933	5687988	11.20975112915039,
597050	2692303	11.142850875854492,
1142247	2323735	10.599767684936523,
1055216	4739093	11.18412971496582,
643985	1520948	11.177197456359863,
647442	155280	11.137713432312012,
1184064	6287905	11.681795120239258,
196958	2397836	10.88858699798584,
7523	2317829	10.500109672546387,
879419	2762403	11.023881912231445,
992018	4230238	11.077001571655273,
469244	2965427	11.248178482055664,
871390	2433500	11.681816101074219,
87338	1780714	11.572877883911133,
1071045	3708297	11.423142433166504,
304245	5509292	11.039941787719727,
1137788	2752179	10.865135192871094,
1037255	2457054	11.578116416931152,
1035251	2246903	11.117887496948242,
1048572	6147195	10.682927131652832,
964855	3259243	11.643858909606934,
465255	1939748	11.919880867004395,
1055399	3011510	11.347952842712402,
1038073	3872020	11.246766090393066,
1029668	3576244	11.497173309326172,
1140532	2488759	11.686807632446289,
1037797	4140948	11.82129955291748,
336348	5278660	10.686651229858398,
1033553	4765633	10.382573127746582,
968698	4582164	10.975606918334961,
1031586	3772576	10.343605041503906,
1039077	2382906	10.53918170928955,
472349	5901324	10.577207565307617,
1031239	2666011	10.688915252685547,
1036534	2651470	11.71513557434082,
1137288	2800013	10.970636367797852,
1177085	6694564	11.288569450378418,
1036575	2579631	11.070810317993164,
1042449	3580750	11.149173736572266,
1156449	975718	11.651930809020996,
517206	6173517	11.758581161499023,
213128	959489	11.345276832580566,
82807	3129959	10.693534851074219,
168680	931284	11.591533660888672,
1039847	4550871	11.840729713439941,
115404	2584564	11.909904479980469,
1181703	2280740	11.205597877502441,
1031072	2249290	10.187994003295898,
83732	2771117	11.156679153442383,
1027376	4384845	11.57177448272705,
1147913	1791362	10.623727798461914,
298448	2953830	11.13611888885498,
52624	4648173	11.860742568969727,
718772	903426	11.09046459197998,
1002166	2244082	10.94726276397705,
1057582	5206680	11.554628372192383,
1028626	2566831	11.402053833007812,
892373	2570291	12.008804321289062,
969051	2484606	11.485546112060547,
1041563	2980457	10.917243003845215,
1034289	2350393	11.692428588867188,
410858	3206504	11.550590515136719,
1053357	3434671	10.630386352539062,
1041969	3538261	10.864996910095215,
635634	1106394	10.840944290161133,
10179	2003189	11.104400634765625,
1035608	4390285	10.965574264526367,
738658	1659056	11.056032180786133,
1184483	2149768	11.908384323120117,
785535	4382177	10.911823272705078,
143837	6296017	10.923002243041992,
93043	4393235	11.609185218811035,
941202	5376278	10.886370658874512,
203268	894550	11.208745002746582,
341582	6426358	11.193461418151855,
1038638	3937130	11.231584548950195,
774203	3017808	11.34666633605957,
1055183	3225035	10.206466674804688,
939308	5965696	11.270567893981934,
1031819	2982988	11.61629581451416,
1140388	2504180	11.439532279968262,
493513	386502	10.75377082824707,
445065	1415388	12.028356552124023,
976518	4147313	11.389341354370117,
321021	1555764	10.880021095275879,
874547	6298932	11.619651794433594,
1030887	3833619	11.085600852966309,
1035621	5392772	11.171567916870117,
728420	6946361	11.139175415039062,
939272	3217603	11.586787223815918,
1002779	1515621	11.873454093933105,
978053	3388805	10.805054664611816,
